account_id,churn_probability,churn_probability_percent,top_reasons,risk_level,explanation
A-202b67,0.015730460669053054,1.6%,Recent satisfaction neutral sentiment; Recent error sum; Error low errors,Low Risk,Predicted churn risk is 1.6%. Key drivers include: Recent satisfaction neutral sentiment; Recent error sum; Error low errors.
A-ccabf0,0.018998303749225596,1.9%,"customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate."
A-d4e0d4,0.0161059406647901,1.6%,"Ticket high risk; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket high risk; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor."
A-d27f50,0.015422257191920734,1.5%,"Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; Country uk",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; Country uk."
A-cdf020,0.01570770535626971,1.6%,"Referral source other; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Referral source other; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-d4ac0e,0.03324193651943286,3.3%,"Usage stable usage; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 3.3%. Key drivers include: Usage stable usage; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats."
A-d42431,0.01613076884101833,1.6%,"long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-3b37d9,0.01575155997379111,1.6%,"customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (23.47 min); customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (23.47 min); customer was acquired via event-based channels, which historically show higher churn volatility."
A-39ddf4,0.015398975891195661,1.5%,"customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Ticket elevated; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Ticket elevated; recent satisfaction appears stable."
A-c1e51e,0.01532807490726697,1.5%,"customer was acquired through partner channels, where churn depends on integration quality; Recent satisfaction neutral sentiment; average session duration is strong (27.75 min)",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Recent satisfaction neutral sentiment; average session duration is strong (27.75 min)."
A-5247b3,0.016232451425463555,1.6%,"Usage stable usage; long-term satisfaction is moderate; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Usage stable usage; long-term satisfaction is moderate; customer is currently in the trial phase, a stage characterized by high churn variability."
A-4f18f0,0.015683210363249964,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats."
A-4a4c2d,0.0177110733860991,1.8%,"Ticket elevated; customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Ticket elevated; customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-484819,0.016872367770522697,1.7%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor; Seats."
A-9badbd,0.5261708166951924,52.6%,"Seats; customer is currently in the trial phase, a stage characterized by high churn variability; long-term satisfaction scores are historically low, a strong churn predictor",Medium Risk,"Predicted churn risk is 52.6%. Key drivers include: Seats; customer is currently in the trial phase, a stage characterized by high churn variability; long-term satisfaction scores are historically low, a strong churn predictor."
A-9f9299,0.016193941667176637,1.6%,"average session duration is moderate (9.75 min); Seats; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: average session duration is moderate (9.75 min); Seats; customer is currently in the trial phase, a stage characterized by high churn variability."
A-53f4e3,0.015900308240220137,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; recent satisfaction appears stable."
A-a09355,0.016499539618616565,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate."
A-96e141,0.01550835702163887,1.6%,"recent satisfaction appears stable; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent satisfaction appears stable; Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-526d93,0.015932786604169687,1.6%,"support ticket activity has remained stable recently; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: support ticket activity has remained stable recently; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor."
A-45ce7a,0.016705570376388236,1.7%,"customer was acquired organically, a cohort associated with higher retention; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality."
A-bcf664,0.017895791562081306,1.8%,average session duration is strong (75.25 min); long-term satisfaction is moderate; Seats,Low Risk,Predicted churn risk is 1.8%. Key drivers include: average session duration is strong (75.25 min); long-term satisfaction is moderate; Seats.
A-410e86,0.015304243772372439,1.5%,"Country us; customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor."
A-854864,0.02464863340920224,2.5%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong",Low Risk,"Predicted churn risk is 2.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong."
A-86fc1d,0.01572705928295935,1.6%,"customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats."
A-7f4db3,0.01601958502639168,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate."
A-86cdb4,0.01688392861105938,1.7%,"average session duration is strong (133.23 min); Country de; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: average session duration is strong (133.23 min); Country de; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-625d0b,0.01632654303715747,1.6%,"Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention."
A-65c341,0.015951783985651096,1.6%,"Usage stable usage; Country us; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Usage stable usage; Country us; customer is currently in the trial phase, a stage characterized by high churn variability."
A-8e47ca,0.015287937714455887,1.5%,"Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor."
A-0f7d77,0.015403816638083488,1.5%,"recent usage intensity has dropped significantly; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: recent usage intensity has dropped significantly; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor."
A-158f4e,0.015354450502009351,1.5%,"customer sentiment appears neutral and may indicate disengagement risk; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer sentiment appears neutral and may indicate disengagement risk; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality."
A-104f1a,0.015840190874873948,1.6%,"Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; Seats."
A-118d55,0.05685890157975432,5.7%,recent satisfaction appears stable; long-term satisfaction is moderate; Seats,Low Risk,Predicted churn risk is 5.7%. Key drivers include: recent satisfaction appears stable; long-term satisfaction is moderate; Seats.
A-34d880,0.01606084445751346,1.6%,customer sentiment appears neutral and may indicate disengagement risk; Recent satisfaction neutral sentiment; recent satisfaction levels are weakening,Low Risk,Predicted churn risk is 1.6%. Key drivers include: customer sentiment appears neutral and may indicate disengagement risk; Recent satisfaction neutral sentiment; recent satisfaction levels are weakening.
A-328bd0,0.015622112592865839,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Seats."
A-ef84cf,0.015837937787012583,1.6%,recent satisfaction appears stable; long-term satisfaction is moderate; Seats,Low Risk,Predicted churn risk is 1.6%. Key drivers include: recent satisfaction appears stable; long-term satisfaction is moderate; Seats.
A-de58ca,0.01760195270865111,1.8%,"customer sentiment is consistently negative, a strong churn predictor; Country de; average session duration is moderate (9.00 min)",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; Country de; average session duration is moderate (9.00 min)."
A-1b7577,0.015833518849762074,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; average session duration is strong (85.40 min)",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; average session duration is strong (85.40 min)."
A-18793f,0.015919886448169274,1.6%,"Ticket elevated; average session duration is strong (27.58 min); customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket elevated; average session duration is strong (27.58 min); customer is currently in the trial phase, a stage characterized by high churn variability."
A-e888d1,0.015416172084401594,1.5%,"Recent error sum; customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Recent error sum; customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable."
A-eb7c38,0.026368075207117796,2.6%,"Usage stable usage; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 2.6%. Key drivers include: Usage stable usage; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-309e54,0.01627390603953906,1.6%,"Country us; short-term usage appears stable; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country us; short-term usage appears stable; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-cd458b,0.016010668245377956,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (73.83 min)",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (73.83 min)."
A-d792a6,0.01541856786636517,1.5%,"Country us; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-2e3bad,0.015434295257977019,1.5%,"average session duration is strong (28.60 min); Recent usage inconsistent; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: average session duration is strong (28.60 min); Recent usage inconsistent; customer sentiment is consistently negative, a strong churn predictor."
A-1e6fc3,0.0159089523254461,1.6%,"Reason code pricing; customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Reason code pricing; customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable."
A-6dee43,0.015608538712936167,1.6%,"recent satisfaction appears stable; Country uk; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: recent satisfaction appears stable; Country uk; customer is currently in the trial phase, a stage characterized by high churn variability."
A-68f37c,0.015280831776095594,1.5%,"Country us; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Country us; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-76fa4d,0.017861087854843298,1.8%,"Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-779e4e,0.016946754745926777,1.7%,"Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-82d8a6,0.01549013378969036,1.5%,"short-term usage appears stable; customer sentiment is consistently negative, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: short-term usage appears stable; customer sentiment is consistently negative, a strong churn predictor; Seats."
A-82861f,0.018693871454377644,1.9%,"average session duration is strong (30.20 min); Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: average session duration is strong (30.20 min); Country uk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-67be94,0.015715341556085297,1.6%,"Country us; customer sentiment is consistently negative, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; Seats."
A-6da850,0.01622643240054024,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Seats; average session duration is moderate (8.98 min)",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Seats; average session duration is moderate (8.98 min)."
A-7c6b6b,0.017995039804917786,1.8%,"Usage engaged; customer was acquired through partner channels, where churn depends on integration quality; Seats",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Usage engaged; customer was acquired through partner channels, where churn depends on integration quality; Seats."
A-0aaf6e,0.015367613183137924,1.5%,"customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor; Country us",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor; Country us."
A-068fc6,0.015592495046311269,1.6%,"Ticket elevated; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket elevated; long-term satisfaction is moderate; customer was acquired via event-based channels, which historically show higher churn volatility."
A-0b0d6d,0.01590919624842722,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; average session duration is moderate (7.47 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; average session duration is moderate (7.47 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-f6b2fb,0.015815416659933676,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-fdfc91,0.01826587999795584,1.8%,"Country us; customer was acquired organically, a cohort associated with higher retention; Ticket elevated",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Country us; customer was acquired organically, a cohort associated with higher retention; Ticket elevated."
A-f9cc74,0.015643550555253915,1.6%,"Ticket elevated; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket elevated; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats."
A-fd9422,0.015961317821690062,1.6%,Referral source other; Ticket elevated; average session duration is strong (89.48 min),Low Risk,Predicted churn risk is 1.6%. Key drivers include: Referral source other; Ticket elevated; average session duration is strong (89.48 min).
A-94d3da,0.023472765531740578,2.3%,"support ticket volume is elevated (6 tickets), indicating recurring issues; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 2.3%. Key drivers include: support ticket volume is elevated (6 tickets), indicating recurring issues; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate."
A-05d3b3,0.032136853671659284,3.2%,"recent satisfaction appears stable; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 3.2%. Key drivers include: recent satisfaction appears stable; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate."
A-e7beab,0.015516171480395247,1.6%,recent usage intensity has dropped significantly; Country de; Seats,Low Risk,Predicted churn risk is 1.6%. Key drivers include: recent usage intensity has dropped significantly; Country de; Seats.
A-378b99,0.016196278908483158,1.6%,"Seats; Error sum; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Seats; Error sum; customer is currently in the trial phase, a stage characterized by high churn variability."
A-22d9d2,0.01772927841274086,1.8%,"Usage stable usage; customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Usage stable usage; customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-dbc825,0.015612086343002774,1.6%,"Recent satisfaction neutral sentiment; customer sentiment is consistently negative, a strong churn predictor; recent satisfaction levels are weakening",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Recent satisfaction neutral sentiment; customer sentiment is consistently negative, a strong churn predictor; recent satisfaction levels are weakening."
A-b9f5b1,0.01604442539715741,1.6%,"Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Recent ticket count; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability."
A-39b19f,0.01539815664257783,1.5%,"average session duration is strong (30.50 min); customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Error sum",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: average session duration is strong (30.50 min); customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Error sum."
A-a7bd4b,0.017830957818954912,1.8%,Country us; long-term satisfaction is moderate; Seats,Low Risk,Predicted churn risk is 1.8%. Key drivers include: Country us; long-term satisfaction is moderate; Seats.
A-9bfc9f,0.017682914538438586,1.8%,"Error sum; average session duration is moderate (9.60 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Error sum; average session duration is moderate (9.60 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-712426,0.01541546890678756,1.5%,"customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-417d2f,0.01558454242317788,1.6%,"customer sentiment appears neutral and may indicate disengagement risk; Usage stable usage; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer sentiment appears neutral and may indicate disengagement risk; Usage stable usage; customer is currently in the trial phase, a stage characterized by high churn variability."
A-4437e4,0.01612657114266669,1.6%,"Country us; average session duration is strong (23.83 min); customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country us; average session duration is strong (23.83 min); customer was acquired via event-based channels, which historically show higher churn volatility."
A-9289f6,0.015559953109600545,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Country us; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Country us; customer was acquired via event-based channels, which historically show higher churn volatility."
A-8145a0,0.015350723620396514,1.5%,"customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-66224b,0.015902983393074464,1.6%,"Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket elevated; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability."
A-cbbe12,0.016193026695589932,1.6%,"customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Ticket elevated; Country de",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Ticket elevated; Country de."
A-883b7d,0.6211479534628642,62.1%,"support ticket volume is elevated (7 tickets), indicating recurring issues; long-term satisfaction is moderate; Seats",Medium Risk,"Predicted churn risk is 62.1%. Key drivers include: support ticket volume is elevated (7 tickets), indicating recurring issues; long-term satisfaction is moderate; Seats."
A-8b0451,0.015726727346519746,1.6%,"Ticket elevated; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket elevated; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility."
A-c9bb3e,0.01566684500924076,1.6%,recent usage intensity has dropped significantly; Reason code pricing; Seats,Low Risk,Predicted churn risk is 1.6%. Key drivers include: recent usage intensity has dropped significantly; Reason code pricing; Seats.
A-40a557,0.01612588829288382,1.6%,"support ticket volume is elevated (7 tickets), indicating recurring issues; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: support ticket volume is elevated (7 tickets), indicating recurring issues; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-50bb9f,0.015535403450695586,1.6%,"Error sum; Recent error low errors; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Error sum; Recent error low errors; customer sentiment is consistently negative, a strong churn predictor."
A-0be015,0.018200826380713513,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; short-term usage appears stable; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; short-term usage appears stable; customer was acquired via event-based channels, which historically show higher churn volatility."
A-ffc04f,0.01686949294873348,1.7%,"support ticket volume is elevated (7 tickets), indicating recurring issues; Ticket high risk; Country us",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: support ticket volume is elevated (7 tickets), indicating recurring issues; Ticket high risk; Country us."
A-17939a,0.03042852845464194,3.0%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate; support ticket volume is elevated (7 tickets), indicating recurring issues",Low Risk,"Predicted churn risk is 3.0%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate; support ticket volume is elevated (7 tickets), indicating recurring issues."
A-de24d5,0.017043883495763374,1.7%,Ticket high risk; Country us; Seats,Low Risk,Predicted churn risk is 1.7%. Key drivers include: Ticket high risk; Country us; Seats.
A-ced9aa,0.017659346734079026,1.8%,"Ticket high risk; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Ticket high risk; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-186a44,0.017163322365747635,1.7%,"Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer sentiment is consistently negative, a strong churn predictor."
