account_id,ticket_count_x,ticket_bucket_x,usage_avg_min,usage_bucket_x,error_sum,error_bucket_x,satisfaction_avg,satisfaction_bucket_x,churn_date_x,reason_code_x,feedback_text_x,last12_ticket_count,last12_usage_avg_min,last12_error_sum,last12_satisfaction_avg,last12_ticket_bucket,last12_usage_bucket,last12_error_bucket,last12_satisfaction_bucket,churn_flag_x,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_y,Unnamed: 0,churn_event_id,churn_date_y,reason_code_y,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text_y,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count_x,is_beta_feature,usage_duration_min_x,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score_x,escalation_flag,ticket_month,ticket_count_y,ticket_bucket_y,satisfaction_score_y,satisfaction_bucket_y,usage_duration_min_y,usage_bucket_y,error_count_y,error_bucket_y,ticket_month_int,churn_month_int,months_before_churn,error_count,usage_duration_min,satisfaction_score,reference_date,reference_month_int,months_before_reference
A-5a215a,4,Elevated,107.25,dependency stress,4,Low Errors,3.0,Neutral,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,146,,,,,,,,,S-8324d4,2024-07-13,2024-08-03,Pro,87,0,0,True,False,False,True,monthly,True,U-ad8fcf,2024-05-17,feature_19,11,6435,,False,,T-f1d9e6,2024-06-10,2024-06-10 18:00:00,18.0,medium,4,,False,,,,,,,,,,653,,,1.0,107.25,3.0,2024-12-31,659.0,-6.0
A-a6d261,4,Elevated,45.96666666666667,stable usage,0,No Errors,3.5,Satisfied,2024-03-10,unknown,missing features,2.0,45.96666666666667,0.0,5.0,Stable,stable usage,No Errors,Very Satisfied,1,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,380,,,,,,,,,S-50c6f5,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,U-00b0c6,2024-09-27,feature_22,14,2758,,False,,T-0f7d84,2024-10-27,2024-10-29 00:00:00,48.0,medium,81,,False,,,,,,,,,,657,,,0.0,45.96666666666667,0.0,2024-12-31,659.0,-2.0
A-a45270,4,Elevated,89.55,dependency stress,0,No Errors,2.0,Unhappy,2024-11-12,pricing,missing features,3.0,89.55,0.0,1.3333333333333333,Elevated,dependency stress,No Errors,Unhappy,1,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,170,,,,,,,,,S-49aa80,2024-12-22,2024-12-30,Pro,3,147,1764,False,False,True,True,monthly,True,U-c2a777,2023-08-06,feature_18,9,5373,,False,,T-49e4f6,2024-10-22,2024-10-24 09:00:00,57.0,high,46,,False,,,,,,,,,,657,,,0.0,89.55,4.0,2024-12-31,659.0,-2.0
A-443f6f,4,Elevated,136.25,dependency stress,0,No Errors,3.5,Satisfied,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,370,,,,,,,,,S-df5924,2024-12-21,2024-12-22,Pro,19,931,11172,False,False,False,True,annual,True,U-cc8834,2023-08-23,feature_27,15,8175,,False,,T-7214d0,2024-09-06,2024-09-06 13:00:00,13.0,urgent,42,,False,,,,,,,,,,656,,,0.0,136.25,5.0,2024-12-31,659.0,-3.0
A-443f6f,4,Elevated,136.25,dependency stress,0,No Errors,3.5,Satisfied,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,371,,,,,,,,,S-df5924,2024-12-21,2024-12-22,Pro,19,931,11172,False,False,False,True,annual,True,U-cc8834,2023-08-23,feature_27,15,8175,,False,,T-93f669,2024-10-29,2024-10-30 12:00:00,36.0,high,154,,False,,,,,,,,,,657,,,0.0,136.25,0.0,2024-12-31,659.0,-2.0
A-b11cd0,4,Elevated,14.25,disengaged,0,No Errors,2.0,Unhappy,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_439,DevTools,US,2023-01-20,ads,Pro,26,True,True,223,,,,,,,,,S-969f4c,2023-10-10,2024-10-23,Basic,26,0,0,True,False,False,True,monthly,True,U-b39242,2023-06-22,feature_31,5,855,,False,,T-ee1ef3,2024-10-08,2024-10-10 18:00:00,66.0,medium,141,,False,,,,,,,,,,657,,,0.0,14.25,3.0,2024-12-31,659.0,-2.0
A-cc102e,4,Elevated,7.0,disengaged,0,No Errors,3.25,Satisfied,2024-04-25,unknown,switched to competitor,6.0,7.0,0.0,3.5,High Risk,disengaged,No Errors,Satisfied,1,Company_443,HealthTech,US,2024-04-15,partner,Enterprise,13,False,False,415,,,,,,,,,S-dc9874,2024-05-09,2024-09-27,Pro,42,2058,24696,False,False,False,True,annual,True,U-a82b97,2023-06-21,feature_10,10,420,,False,,T-342b36,2024-10-17,2024-10-19 13:00:00,61.0,low,177,,False,,,,,,,,,,657,,,0.0,7.0,5.0,2024-12-31,659.0,-2.0
A-3793ee,4,Elevated,29.7,inconsistent,0,No Errors,1.0,Extremely Unhappy,2023-06-16,unknown,none,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,256,,,,,,,,,S-b1d153,2023-11-23,2024-10-08,Pro,49,2401,28812,False,False,False,True,monthly,True,U-006569,2024-12-02,feature_20,9,1782,,False,,T-867910,2024-06-14,2024-06-16 22:00:00,70.0,high,11,,False,,,,,,,,,,653,,,0.0,29.7,4.0,2024-12-31,659.0,-6.0
A-3793ee,4,Elevated,29.7,inconsistent,0,No Errors,1.0,Extremely Unhappy,2023-06-16,unknown,none,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,257,,,,,,,,,S-b1d153,2023-11-23,2024-10-08,Pro,49,2401,28812,False,False,False,True,monthly,True,U-006569,2024-12-02,feature_20,9,1782,,False,,T-b2d025,2024-06-26,2024-06-27 20:00:00,44.0,low,176,,False,,,,,,,,,,653,,,0.0,29.7,0.0,2024-12-31,659.0,-6.0
A-c222ab,4,Elevated,37.8,inconsistent,0,No Errors,1.25,Unhappy,2024-06-14,budget,too expensive,1.0,37.8,0.0,0.0,Stable,inconsistent,No Errors,Extremely Unhappy,1,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,398,,,,,,,,,S-d1f7ad,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,,False,,T-9cbdc5,2024-10-28,2024-10-28 09:00:00,9.0,medium,18,,False,,,,,,,,,,657,,,0.0,37.8,0.0,2024-12-31,659.0,-2.0
A-c222ab,4,Elevated,37.8,inconsistent,0,No Errors,1.25,Unhappy,2024-06-14,budget,too expensive,1.0,37.8,0.0,0.0,Stable,inconsistent,No Errors,Extremely Unhappy,1,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,399,,,,,,,,,S-d1f7ad,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,,False,,T-9d8a29,2024-07-16,2024-07-17 13:00:00,37.0,urgent,131,,False,,,,,,,,,,654,,,0.0,37.8,0.0,2024-12-31,659.0,-5.0
A-533452,4,Elevated,26.0,inconsistent,0,No Errors,2.0,Unhappy,2024-11-19,features,none,8.0,26.0,0.0,1.5,Critical,inconsistent,No Errors,Unhappy,1,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,305,,,,,,,,,S-9bf16e,2024-11-23,2024-12-20,Pro,9,441,5292,False,False,False,True,monthly,True,U-1a9950,2024-04-26,feature_15,10,1560,,False,,T-22842d,2024-08-05,2024-08-05 08:00:00,8.0,high,66,,False,,,,,,,,,,655,,,0.0,26.0,3.0,2024-12-31,659.0,-4.0
A-533452,4,Elevated,26.0,inconsistent,0,No Errors,2.0,Unhappy,2024-11-19,features,none,8.0,26.0,0.0,1.5,Critical,inconsistent,No Errors,Unhappy,1,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,306,,,,,,,,,S-9bf16e,2024-11-23,2024-12-20,Pro,9,441,5292,False,False,False,True,monthly,True,U-1a9950,2024-04-26,feature_15,10,1560,,False,,T-ce367c,2024-07-27,2024-07-27 20:00:00,20.0,urgent,30,,False,,,,,,,,,,654,,,0.0,26.0,0.0,2024-12-31,659.0,-5.0
A-0354fe,4,Elevated,52.66666666666666,stable usage,0,No Errors,2.0,Unhappy,2024-11-26,support,switched to competitor,2.0,52.66666666666666,0.0,0.0,Stable,stable usage,No Errors,Extremely Unhappy,1,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,203,,,,,,,,,S-c8fd93,2024-11-16,2024-11-20,Basic,34,646,7752,False,True,False,True,monthly,True,U-7aba14,2024-11-26,feature_9,8,3160,,False,,T-abd0a8,2024-11-30,2024-11-30 01:00:00,1.0,high,107,,False,,,,,,,,,,658,,,0.0,52.66666666666666,3.0,2024-12-31,659.0,-1.0
A-0354fe,4,Elevated,52.66666666666666,stable usage,0,No Errors,2.0,Unhappy,2024-11-26,support,switched to competitor,2.0,52.66666666666666,0.0,0.0,Stable,stable usage,No Errors,Extremely Unhappy,1,Company_380,Cybersecurity,US,2024-10-22,other,Basic,34,False,False,204,,,,,,,,,S-c8fd93,2024-11-16,2024-11-20,Basic,34,646,7752,False,True,False,True,monthly,True,U-7aba14,2024-11-26,feature_9,8,3160,,False,,T-12b388,2024-11-07,2024-11-07 15:00:00,15.0,medium,14,,False,,,,,,,,,,658,,,0.0,52.66666666666666,0.0,2024-12-31,659.0,-1.0
A-2edab2,4,Elevated,44.93333333333333,stable usage,12,High Errors,0.75,Extremely Unhappy,2023-12-21,unknown,switched to competitor,5.0,44.93333333333333,15.0,1.2,High Risk,stable usage,High Errors,Unhappy,1,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,377,,,,,,,,,S-d396d1,2024-03-05,2024-10-11,Pro,17,833,9996,False,False,False,True,monthly,True,U-26fa29,2023-11-05,feature_1,8,2696,,False,,T-8b1323,2024-07-15,2024-07-15 12:00:00,12.0,medium,116,,False,,,,,,,,,,654,,,3.0,44.93333333333333,0.0,2024-12-31,659.0,-5.0
A-e351e1,4,Elevated,45.3,stable usage,4,Low Errors,3.75,Satisfied,2024-10-24,budget,switched to competitor,6.0,45.29999999999999,6.0,3.8333333333333335,High Risk,stable usage,Medium Errors,Satisfied,1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,187,,,,,,,,,S-0509b8,2024-12-26,2024-12-29,Basic,33,627,7524,False,False,False,True,annual,True,U-0d1ed9,2024-10-26,feature_20,9,2718,,False,,T-9369c9,2024-08-18,2024-08-19 17:00:00,41.0,urgent,51,,False,,,,,,,,,,655,,,1.0,45.3,3.0,2024-12-31,659.0,-4.0
A-e351e1,4,Elevated,45.3,stable usage,4,Low Errors,3.75,Satisfied,2024-10-24,budget,switched to competitor,6.0,45.29999999999999,6.0,3.8333333333333335,High Risk,stable usage,Medium Errors,Satisfied,1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,188,,,,,,,,,S-0509b8,2024-12-26,2024-12-29,Basic,33,627,7524,False,False,False,True,annual,True,U-0d1ed9,2024-10-26,feature_20,9,2718,,False,,T-2cb775,2024-10-04,2024-10-04 02:00:00,2.0,low,101,,False,,,,,,,,,,657,,,1.0,45.3,4.0,2024-12-31,659.0,-2.0
A-1b9609,4,Elevated,110.5,dependency stress,12,High Errors,0.75,Extremely Unhappy,2024-11-16,unknown,none,6.0,110.5,18.0,0.5,High Risk,dependency stress,High Errors,Extremely Unhappy,1,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,315,,,,,,,,,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,,False,,T-533b28,2024-10-22,2024-10-24 17:00:00,65.0,high,26,,False,,,,,,,,,,657,,,3.0,110.5,0.0,2024-12-31,659.0,-2.0
A-202b67,4,Elevated,1.7333333333333334,disengaged,4,Low Errors,3.5,Satisfied,2024-09-14,pricing,none,6.0,1.7333333333333334,6.0,4.0,High Risk,disengaged,Medium Errors,Satisfied,1,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,352,,,,,,,,,S-ede33a,2024-07-07,2024-12-23,Enterprise,11,2189,26268,False,False,False,True,annual,True,U-37ed9e,2023-09-24,feature_39,13,104,,False,,T-2b0805,2024-07-28,2024-07-29 11:00:00,35.0,urgent,179,,False,,,,,,,,,,654,,,1.0,1.7333333333333334,0.0,2024-12-31,659.0,-5.0
A-202b67,4,Elevated,1.7333333333333334,disengaged,4,Low Errors,3.5,Satisfied,2024-09-14,pricing,none,6.0,1.7333333333333334,6.0,4.0,High Risk,disengaged,Medium Errors,Satisfied,1,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,353,,,,,,,,,S-ede33a,2024-07-07,2024-12-23,Enterprise,11,2189,26268,False,False,False,True,annual,True,U-37ed9e,2023-09-24,feature_39,13,104,,False,,T-c3e2dd,2024-06-26,2024-06-28 21:00:00,69.0,medium,109,,False,,,,,,,,,,653,,,1.0,1.7333333333333334,4.0,2024-12-31,659.0,-6.0
A-ccc747,4,Elevated,29.633333333333333,inconsistent,0,No Errors,1.25,Unhappy,2024-04-15,budget,switched to competitor,4.0,29.633333333333333,0.0,2.5,Elevated,inconsistent,No Errors,Neutral,1,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,True,400,,,,,,,,,S-de7a48,2024-10-15,2024-12-30,Pro,23,1127,13524,False,False,False,True,annual,True,U-0abd90,2024-01-03,feature_23,7,1778,,False,,T-0e6db2,2024-06-27,2024-06-29 12:00:00,60.0,urgent,169,,False,,,,,,,,,,653,,,0.0,29.633333333333333,5.0,2024-12-31,659.0,-6.0
A-ccc747,4,Elevated,29.633333333333333,inconsistent,0,No Errors,1.25,Unhappy,2024-04-15,budget,switched to competitor,4.0,29.633333333333333,0.0,2.5,Elevated,inconsistent,No Errors,Neutral,1,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,True,401,,,,,,,,,S-de7a48,2024-10-15,2024-12-30,Pro,23,1127,13524,False,False,False,True,annual,True,U-0abd90,2024-01-03,feature_23,7,1778,,False,,T-39424e,2024-08-05,2024-08-05 05:00:00,5.0,medium,137,,True,,,,,,,,,,655,,,0.0,29.633333333333333,0.0,2024-12-31,659.0,-4.0
A-d4e0d4,4,Elevated,10.933333333333334,disengaged,4,Low Errors,2.0,Unhappy,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_403,FinTech,US,2024-10-18,other,Basic,117,False,False,136,,,,,,,,,S-7904d3,2024-11-30,2024-12-03,Enterprise,117,23283,279396,False,False,False,True,monthly,True,U-1ca4e3,2023-06-08,feature_40,8,656,,True,,T-2099b8,2024-08-18,2024-08-20 05:00:00,53.0,high,119,,False,,,,,,,,,,655,,,1.0,10.933333333333334,3.0,2024-12-31,659.0,-4.0
A-d4ac0e,4,Elevated,48.45,stable usage,12,High Errors,1.75,Unhappy,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,200,,,,,,,,,S-f80617,2024-10-28,2024-12-16,Basic,18,342,4104,False,False,False,True,annual,True,U-82ed7e,2023-02-07,feature_2,9,2907,,False,,T-19ea5b,2024-09-08,2024-09-08 18:00:00,18.0,low,15,,False,,,,,,,,,,656,,,3.0,48.45,0.0,2024-12-31,659.0,-3.0
A-d4ac0e,4,Elevated,48.45,stable usage,12,High Errors,1.75,Unhappy,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,201,,,,,,,,,S-f80617,2024-10-28,2024-12-16,Basic,18,342,4104,False,False,False,True,annual,True,U-82ed7e,2023-02-07,feature_2,9,2907,,False,,T-6816fd,2024-10-23,2024-10-23 16:00:00,16.0,medium,28,,False,,,,,,,,,,657,,,3.0,48.45,3.0,2024-12-31,659.0,-2.0
A-d4ac0e,4,Elevated,48.45,stable usage,12,High Errors,1.75,Unhappy,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,202,,,,,,,,,S-f80617,2024-10-28,2024-12-16,Basic,18,342,4104,False,False,False,True,annual,True,U-82ed7e,2023-02-07,feature_2,9,2907,,False,,T-7ad7ec,2024-06-28,2024-06-29 04:00:00,28.0,high,53,,False,,,,,,,,,,653,,,3.0,48.45,0.0,2024-12-31,659.0,-6.0
A-d42431,4,Elevated,19.6,disengaged,0,No Errors,2.0,Unhappy,2024-06-26,pricing,missing features,2.0,19.6,0.0,2.5,Stable,disengaged,No Errors,Neutral,1,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,144,,,,,,,,,S-61e53d,2024-11-15,2024-12-14,Basic,22,418,5016,False,False,False,True,annual,False,U-fe1607,2023-02-24,feature_10,12,1176,,False,,T-4a12e6,2024-08-07,2024-08-08 23:00:00,47.0,urgent,108,,False,,,,,,,,,,655,,,0.0,19.6,5.0,2024-12-31,659.0,-4.0
A-35083d,4,Elevated,27.15,inconsistent,12,High Errors,3.75,Satisfied,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_27,HealthTech,IN,2023-04-28,partner,Basic,19,False,True,234,,,,,,,,,S-842638,2024-05-04,2024-06-26,Pro,19,931,11172,False,False,False,True,annual,True,U-a40aa5,2024-09-03,feature_30,9,1629,,False,,T-1cd0a4,2024-06-25,2024-06-27 06:00:00,54.0,low,61,,False,,,,,,,,,,653,,,3.0,27.15,5.0,2024-12-31,659.0,-6.0
A-35083d,4,Elevated,27.15,inconsistent,12,High Errors,3.75,Satisfied,,,,0.0,0.0,0.0,0.0,No Recent Activity,No Recent Activity,No Recent Activity,No Recent Activity,1,Company_27,HealthTech,IN,2023-04-28,partner,Basic,19,False,True,235,,,,,,,,,S-842638,2024-05-04,2024-06-26,Pro,19,931,11172,False,False,False,True,annual,True,U-a40aa5,2024-09-03,feature_30,9,1629,,False,,T-3e18cf,2024-09-27,2024-09-29 12:00:00,60.0,high,152,,False,,,,,,,,,,656,,,3.0,27.15,0.0,2024-12-31,659.0,-3.0
A-3b37d9,5,High Risk,23.466666666666665,disengaged,0,No Errors,1.8,Unhappy,2024-10-13,support,switched to competitor,5.0,23.466666666666665,0.0,1.8,High Risk,disengaged,No Errors,Unhappy,1,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,False,48,C-8a3bc6,2024-10-13,support,0.0,False,False,False,switched to competitor,S-2fc028,2023-11-13,2024-11-27,Enterprise,23,4577,54924,False,True,False,True,annual,True,U-79f0c3,2024-03-03,feature_2,11,1408,0.0,False,23.466666666666665,T-861a59,2024-09-23,2024-09-24 04:00:00,28.0,medium,39,0.0,False,2024-09,5.0,High Risk,1.8,Unhappy,23.466666666666665,disengaged,0.0,No Errors,656,657.0,-1.0,,,,,,
A-3b37d9,5,High Risk,23.466666666666665,disengaged,0,No Errors,1.8,Unhappy,2024-10-13,support,switched to competitor,5.0,23.466666666666665,0.0,1.8,High Risk,disengaged,No Errors,Unhappy,1,Company_384,FinTech,US,2023-01-27,event,Enterprise,23,False,False,345,,,,,,,,,S-2fc028,2023-11-13,2024-11-27,Enterprise,23,4577,54924,False,True,False,True,annual,True,U-79f0c3,2024-03-03,feature_2,11,1408,,False,,T-861a59,2024-09-23,2024-09-24 04:00:00,28.0,medium,39,,False,,,,,,,,,,656,,,0.0,23.466666666666665,0.0,2024-12-31,659.0,-3.0
A-39ddf4,5,High Risk,20.5,disengaged,0,No Errors,3.4,Satisfied,2024-12-13,support,none,3.0,20.5,0.0,2.6666666666666665,Elevated,disengaged,No Errors,Neutral,1,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,False,56,C-65ad11,2024-12-13,support,0.0,False,False,False,none,S-404132,2024-12-20,2024-12-29,Pro,40,1960,23520,False,False,False,True,annual,True,U-3913e1,2024-08-13,feature_8,10,1230,0.0,False,20.5,T-1cf7fa,2024-10-14,2024-10-14 12:00:00,12.0,high,21,4.0,False,2024-10,5.0,High Risk,3.4,Satisfied,20.5,disengaged,0.0,No Errors,657,659.0,-2.0,,,,,,
A-39ddf4,5,High Risk,20.5,disengaged,0,No Errors,3.4,Satisfied,2024-12-13,support,none,3.0,20.5,0.0,2.6666666666666665,Elevated,disengaged,No Errors,Neutral,1,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,False,376,,,,,,,,,S-404132,2024-12-20,2024-12-29,Pro,40,1960,23520,False,False,False,True,annual,True,U-3913e1,2024-08-13,feature_8,10,1230,,False,,T-1cf7fa,2024-10-14,2024-10-14 12:00:00,12.0,high,21,,False,,,,,,,,,,657,,,0.0,20.5,4.0,2024-12-31,659.0,-2.0
A-c1e51e,5,High Risk,27.75,inconsistent,0,No Errors,3.2,Satisfied,2024-11-09,pricing,missing features,4.0,27.75,0.0,3.0,Elevated,inconsistent,No Errors,Neutral,1,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,49,C-8f9053,2024-11-09,pricing,0.0,False,False,False,missing features,S-222167,2024-12-29,2024-12-31,Basic,41,779,9348,False,False,False,True,annual,True,U-1905c7,2024-01-25,feature_31,9,1665,0.0,False,27.75,T-2859a9,2024-10-29,2024-10-31 16:00:00,64.0,urgent,59,3.0,False,2024-10,5.0,High Risk,3.2,Satisfied,27.75,inconsistent,0.0,No Errors,657,658.0,-1.0,,,,,,
A-c1e51e,5,High Risk,27.75,inconsistent,0,No Errors,3.2,Satisfied,2024-11-09,pricing,missing features,4.0,27.75,0.0,3.0,Elevated,inconsistent,No Errors,Neutral,1,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,50,C-8f9053,2024-11-09,pricing,0.0,False,False,False,missing features,S-222167,2024-12-29,2024-12-31,Basic,41,779,9348,False,False,False,True,annual,True,U-1905c7,2024-01-25,feature_31,9,1665,0.0,False,27.75,T-db00f6,2024-08-13,2024-08-14 08:00:00,32.0,urgent,101,3.0,False,2024-08,5.0,High Risk,3.2,Satisfied,27.75,inconsistent,0.0,No Errors,655,658.0,-3.0,,,,,,
A-c1e51e,5,High Risk,27.75,inconsistent,0,No Errors,3.2,Satisfied,2024-11-09,pricing,missing features,4.0,27.75,0.0,3.0,Elevated,inconsistent,No Errors,Neutral,1,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,241,,,,,,,,,S-222167,2024-12-29,2024-12-31,Basic,41,779,9348,False,False,False,True,annual,True,U-1905c7,2024-01-25,feature_31,9,1665,,False,,T-2859a9,2024-10-29,2024-10-31 16:00:00,64.0,urgent,59,,False,,,,,,,,,,657,,,0.0,27.75,3.0,2024-12-31,659.0,-2.0
A-c1e51e,5,High Risk,27.75,inconsistent,0,No Errors,3.2,Satisfied,2024-11-09,pricing,missing features,4.0,27.75,0.0,3.0,Elevated,inconsistent,No Errors,Neutral,1,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,242,,,,,,,,,S-222167,2024-12-29,2024-12-31,Basic,41,779,9348,False,False,False,True,annual,True,U-1905c7,2024-01-25,feature_31,9,1665,,False,,T-db00f6,2024-08-13,2024-08-14 08:00:00,32.0,urgent,101,,False,,,,,,,,,,655,,,0.0,27.75,3.0,2024-12-31,659.0,-4.0
A-5247b3,5,High Risk,59.833333333333336,stable usage,0,No Errors,2.4,Neutral,2024-10-16,pricing,none,6.0,59.833333333333336,0.0,3.0,High Risk,stable usage,No Errors,Neutral,1,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,34,C-23a031,2024-10-16,pricing,0.0,False,False,False,none,S-d6d433,2024-06-14,2024-11-19,Basic,16,0,0,True,False,False,True,annual,True,U-412a71,2024-10-18,feature_17,10,3590,0.0,False,59.833333333333336,T-60c481,2024-07-29,2024-07-31 09:00:00,57.0,urgent,131,4.0,False,2024-07,5.0,High Risk,2.4,Neutral,59.833333333333336,stable usage,0.0,No Errors,654,657.0,-3.0,,,,,,
A-5247b3,5,High Risk,59.833333333333336,stable usage,0,No Errors,2.4,Neutral,2024-10-16,pricing,none,6.0,59.833333333333336,0.0,3.0,High Risk,stable usage,No Errors,Neutral,1,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,35,C-23a031,2024-10-16,pricing,0.0,False,False,False,none,S-d6d433,2024-06-14,2024-11-19,Basic,16,0,0,True,False,False,True,annual,True,U-412a71,2024-10-18,feature_17,10,3590,0.0,False,59.833333333333336,T-b3cd04,2024-09-08,2024-09-10 16:00:00,64.0,medium,51,5.0,False,2024-09,5.0,High Risk,2.4,Neutral,59.833333333333336,stable usage,0.0,No Errors,656,657.0,-1.0,,,,,,
A-5247b3,5,High Risk,59.833333333333336,stable usage,0,No Errors,2.4,Neutral,2024-10-16,pricing,none,6.0,59.833333333333336,0.0,3.0,High Risk,stable usage,No Errors,Neutral,1,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,190,,,,,,,,,S-d6d433,2024-06-14,2024-11-19,Basic,16,0,0,True,False,False,True,annual,True,U-412a71,2024-10-18,feature_17,10,3590,,False,,T-60c481,2024-07-29,2024-07-31 09:00:00,57.0,urgent,131,,False,,,,,,,,,,654,,,0.0,59.833333333333336,4.0,2024-12-31,659.0,-5.0
A-5247b3,5,High Risk,59.833333333333336,stable usage,0,No Errors,2.4,Neutral,2024-10-16,pricing,none,6.0,59.833333333333336,0.0,3.0,High Risk,stable usage,No Errors,Neutral,1,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,191,,,,,,,,,S-d6d433,2024-06-14,2024-11-19,Basic,16,0,0,True,False,False,True,annual,True,U-412a71,2024-10-18,feature_17,10,3590,,False,,T-b3cd04,2024-09-08,2024-09-10 16:00:00,64.0,medium,51,,False,,,,,,,,,,656,,,0.0,59.833333333333336,5.0,2024-12-31,659.0,-3.0
A-4c56c9,5,High Risk,26.83333333333333,inconsistent,0,No Errors,3.0,Neutral,2024-04-05,budget,missing features,2.0,26.83333333333333,0.0,1.5,Stable,inconsistent,No Errors,Unhappy,1,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9,False,True,51,C-7690f5,2024-04-05,budget,44.23,True,False,False,missing features,S-fc1114,2024-07-17,2024-10-23,Pro,18,882,10584,False,False,False,True,annual,True,U-342dd1,2024-10-06,feature_23,10,1610,0.0,False,26.83333333333333,T-a2eb91,2024-01-12,2024-01-14 10:00:00,58.0,medium,136,0.0,False,2024-01,5.0,High Risk,3.0,Neutral,26.83333333333333,inconsistent,0.0,No Errors,648,651.0,-3.0,,,,,,
