churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,subscription_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count_x,is_beta_feature,usage_duration_min_x,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score_x,escalation_flag,ticket_month,ticket_count,ticket_bucket,satisfaction_score_y,satisfaction_bucket,usage_duration_min_y,usage_bucket,error_count_y,error_bucket
C-06a2e6,A-bbc346,2024-10-31,competitor,0.0,True,False,False,too expensive,S-44483e,2024-09-30,2024-10-22,Enterprise,19,0,0,True,False,True,True,monthly,True,U-29f5d8,2023-10-13,feature_25,12,6156,0,False,102.6,T-ba59c1,2024-09-05,2024-09-07 03:00:00,51.0,medium,156,5.0,False,2024-09,3,Elevated,3.0,Neutral,102.59999999999998,dependency stress,0,No Errors
C-eb9d5e,A-eb1312,2024-09-28,unknown,0.0,False,False,False,switched to competitor,S-712f3a,2024-11-20,2024-12-26,Basic,25,475,5700,False,False,False,True,monthly,True,U-2eeefe,2023-04-02,feature_18,8,304,0,False,5.066666666666666,T-ef99b1,2023-09-04,2023-09-06 20:00:00,68.0,low,117,5.0,False,2023-09,1,Stable,5.0,Very Satisfied,5.066666666666666,disengaged,0,No Errors
C-a45909,A-bf7919,2024-12-06,support,0.0,False,False,False,none,S-9a44ec,2024-12-21,2024-12-29,Pro,15,735,8820,False,False,False,True,annual,True,U-70bd43,2023-06-17,feature_9,16,4864,0,True,81.06666666666666,T-d57ae7,2023-06-11,2023-06-11 17:00:00,17.0,low,110,5.0,False,2023-06,2,Stable,2.5,Neutral,81.06666666666666,dependency stress,0,No Errors
C-a45909,A-bf7919,2024-12-06,support,0.0,False,False,False,none,S-9a44ec,2024-12-21,2024-12-29,Pro,15,735,8820,False,False,False,True,annual,True,U-70bd43,2023-06-17,feature_9,16,4864,0,True,81.06666666666666,T-c8d035,2024-10-29,2024-10-29 12:00:00,12.0,high,53,0.0,False,2024-10,2,Stable,2.5,Neutral,81.06666666666666,dependency stress,0,No Errors
C-0ba0a0,A-22d9d2,2024-10-17,pricing,0.0,False,False,False,none,S-142456,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-300e16,2024-10-15,2024-10-15 04:00:00,4.0,urgent,131,3.0,True,2024-10,6,High Risk,2.6666666666666665,Neutral,46.79999999999999,stable usage,0,No Errors
C-0ba0a0,A-22d9d2,2024-10-17,pricing,0.0,False,False,False,none,S-142456,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-7fd978,2023-12-26,2023-12-26 10:00:00,10.0,urgent,8,0.0,False,2023-12,6,High Risk,2.6666666666666665,Neutral,46.79999999999999,stable usage,0,No Errors
C-0ba0a0,A-22d9d2,2024-10-17,pricing,0.0,False,False,False,none,S-142456,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-9f48ae,2024-01-22,2024-01-22 19:00:00,19.0,medium,87,5.0,False,2024-01,6,High Risk,2.6666666666666665,Neutral,46.79999999999999,stable usage,0,No Errors
C-0ba0a0,A-22d9d2,2024-10-17,pricing,0.0,False,False,False,none,S-142456,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-ca352f,2024-04-24,2024-04-25 07:00:00,31.0,high,140,4.0,False,2024-04,6,High Risk,2.6666666666666665,Neutral,46.79999999999999,stable usage,0,No Errors
C-0ba0a0,A-22d9d2,2024-10-17,pricing,0.0,False,False,False,none,S-142456,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-04dbe2,2024-07-16,2024-07-16 14:00:00,14.0,urgent,25,0.0,False,2024-07,6,High Risk,2.6666666666666665,Neutral,46.79999999999999,stable usage,0,No Errors
C-0ba0a0,A-22d9d2,2024-10-17,pricing,0.0,False,False,False,none,S-142456,2024-04-30,2024-09-06,Basic,10,0,0,True,False,False,True,annual,True,U-fc6e24,2024-04-18,feature_5,9,2808,0,False,46.8,T-d5e980,2023-06-21,2023-06-21 18:00:00,18.0,low,137,4.0,False,2023-06,6,High Risk,2.6666666666666665,Neutral,46.79999999999999,stable usage,0,No Errors
C-d05e42,A-32728c,2024-06-22,support,0.0,False,False,False,none,S-8b349c,2023-07-01,2024-04-07,Basic,20,380,4560,False,False,False,True,annual,True,U-765243,2023-06-29,feature_36,11,1793,0,True,29.883333333333333,T-d93bf8,2023-01-25,2023-01-26 16:00:00,40.0,medium,51,3.0,False,2023-01,2,Stable,3.5,Satisfied,29.883333333333333,inconsistent,0,No Errors
C-d05e42,A-32728c,2024-06-22,support,0.0,False,False,False,none,S-8b349c,2023-07-01,2024-04-07,Basic,20,380,4560,False,False,False,True,annual,True,U-765243,2023-06-29,feature_36,11,1793,0,True,29.883333333333333,T-ed8926,2023-03-11,2023-03-12 05:00:00,29.0,medium,72,4.0,False,2023-03,2,Stable,3.5,Satisfied,29.883333333333333,inconsistent,0,No Errors
C-bedd8c,A-1b9609,2024-11-16,unknown,0.0,False,False,False,none,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,3,False,110.5,T-d4805c,2023-06-22,2023-06-22 16:00:00,16.0,low,42,0.0,False,2023-06,4,Elevated,0.75,Extremely Unhappy,110.5,dependency stress,12,High Errors
C-bedd8c,A-1b9609,2024-11-16,unknown,0.0,False,False,False,none,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,3,False,110.5,T-533b28,2024-10-22,2024-10-24 17:00:00,65.0,high,26,0.0,False,2024-10,4,Elevated,0.75,Extremely Unhappy,110.5,dependency stress,12,High Errors
C-bedd8c,A-1b9609,2024-11-16,unknown,0.0,False,False,False,none,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,3,False,110.5,T-f0aca7,2024-04-22,2024-04-24 14:00:00,62.0,urgent,74,3.0,False,2024-04,4,Elevated,0.75,Extremely Unhappy,110.5,dependency stress,12,High Errors
C-bedd8c,A-1b9609,2024-11-16,unknown,0.0,False,False,False,none,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,U-3ef096,2024-07-14,feature_18,13,6630,3,False,110.5,T-9f53ca,2024-01-23,2024-01-24 05:00:00,29.0,high,157,0.0,False,2024-01,4,Elevated,0.75,Extremely Unhappy,110.5,dependency stress,12,High Errors
C-1e0b1a,A-016043,2024-08-11,competitor,84.75,False,False,False,switched to competitor,S-0abd10,2024-11-23,2024-12-21,Enterprise,24,4776,57312,False,True,False,True,annual,True,U-c24dac,2024-02-26,feature_8,16,4496,5,True,74.93333333333334,T-b5f0d3,2023-10-02,2023-10-02 20:00:00,20.0,high,28,4.0,False,2023-10,3,Elevated,1.3333333333333333,Unhappy,74.93333333333334,engaged,15,High Errors
C-1e0b1a,A-016043,2024-08-11,competitor,84.75,False,False,False,switched to competitor,S-0abd10,2024-11-23,2024-12-21,Enterprise,24,4776,57312,False,True,False,True,annual,True,U-c24dac,2024-02-26,feature_8,16,4496,5,True,74.93333333333334,T-2968aa,2024-12-11,2024-12-13 11:00:00,59.0,low,143,0.0,False,2024-12,3,Elevated,1.3333333333333333,Unhappy,74.93333333333334,engaged,15,High Errors
C-1e0b1a,A-016043,2024-08-11,competitor,84.75,False,False,False,switched to competitor,S-0abd10,2024-11-23,2024-12-21,Enterprise,24,4776,57312,False,True,False,True,annual,True,U-c24dac,2024-02-26,feature_8,16,4496,5,True,74.93333333333334,T-633a99,2024-04-13,2024-04-13 12:00:00,12.0,high,63,0.0,False,2024-04,3,Elevated,1.3333333333333333,Unhappy,74.93333333333334,engaged,15,High Errors
C-c4e7a7,A-80eeb6,2023-10-19,features,0.0,False,False,False,missing features,S-028f5b,2024-02-20,2024-08-12,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-1ee689,2023-11-19,feature_10,13,2483,0,False,41.38333333333333,T-6bdc37,2023-07-23,2023-07-24 17:00:00,41.0,high,89,5.0,False,2023-07,4,Elevated,2.75,Neutral,41.38333333333333,stable usage,0,No Errors
C-c4e7a7,A-80eeb6,2023-10-19,features,0.0,False,False,False,missing features,S-028f5b,2024-02-20,2024-08-12,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-1ee689,2023-11-19,feature_10,13,2483,0,False,41.38333333333333,T-12a7d7,2023-08-02,2023-08-02 02:00:00,2.0,low,59,3.0,False,2023-08,4,Elevated,2.75,Neutral,41.38333333333333,stable usage,0,No Errors
C-c4e7a7,A-80eeb6,2023-10-19,features,0.0,False,False,False,missing features,S-028f5b,2024-02-20,2024-08-12,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-1ee689,2023-11-19,feature_10,13,2483,0,False,41.38333333333333,T-2066b3,2023-05-19,2023-05-21 02:00:00,50.0,urgent,87,3.0,True,2023-05,4,Elevated,2.75,Neutral,41.38333333333333,stable usage,0,No Errors
C-c4e7a7,A-80eeb6,2023-10-19,features,0.0,False,False,False,missing features,S-028f5b,2024-02-20,2024-08-12,Enterprise,26,5174,62088,False,False,False,True,annual,True,U-1ee689,2023-11-19,feature_10,13,2483,0,False,41.38333333333333,T-a35ae1,2023-01-30,2023-02-01 20:00:00,68.0,high,38,0.0,False,2023-01,4,Elevated,2.75,Neutral,41.38333333333333,stable usage,0,No Errors
C-a403fc,A-6a7c9d,2024-11-21,support,0.0,False,False,False,too expensive,S-8013f6,2024-12-11,2024-12-20,Basic,47,893,10716,False,False,False,True,monthly,True,U-4894c7,2023-11-11,feature_28,8,1328,1,False,22.133333333333333,T-990f20,2024-08-15,2024-08-16 04:00:00,28.0,medium,42,3.0,False,2024-08,3,Elevated,2.6666666666666665,Neutral,22.133333333333336,disengaged,3,Low Errors
C-a403fc,A-6a7c9d,2024-11-21,support,0.0,False,False,False,too expensive,S-8013f6,2024-12-11,2024-12-20,Basic,47,893,10716,False,False,False,True,monthly,True,U-4894c7,2023-11-11,feature_28,8,1328,1,False,22.133333333333333,T-a32dd4,2024-04-27,2024-04-28 03:00:00,27.0,high,13,0.0,False,2024-04,3,Elevated,2.6666666666666665,Neutral,22.133333333333336,disengaged,3,Low Errors
C-a403fc,A-6a7c9d,2024-11-21,support,0.0,False,False,False,too expensive,S-8013f6,2024-12-11,2024-12-20,Basic,47,893,10716,False,False,False,True,monthly,True,U-4894c7,2023-11-11,feature_28,8,1328,1,False,22.133333333333333,T-36db9a,2023-03-09,2023-03-11 00:00:00,48.0,high,125,5.0,False,2023-03,3,Elevated,2.6666666666666665,Neutral,22.133333333333336,disengaged,3,Low Errors
C-025044,A-098560,2024-09-04,pricing,0.0,False,False,False,too expensive,S-1862f2,2024-07-29,2024-10-21,Basic,29,551,6612,False,False,False,True,annual,True,U-762bd2,2024-03-26,feature_29,7,3143,2,False,52.38333333333333,T-a3288b,2024-12-28,2024-12-30 07:00:00,55.0,low,26,3.0,False,2024-12,2,Stable,3.0,Neutral,52.38333333333333,stable usage,4,Low Errors
C-025044,A-098560,2024-09-04,pricing,0.0,False,False,False,too expensive,S-1862f2,2024-07-29,2024-10-21,Basic,29,551,6612,False,False,False,True,annual,True,U-762bd2,2024-03-26,feature_29,7,3143,2,False,52.38333333333333,T-3ef55f,2023-09-02,2023-09-02 01:00:00,1.0,high,174,3.0,True,2023-09,2,Stable,3.0,Neutral,52.38333333333333,stable usage,4,Low Errors
C-a54597,A-9f9299,2024-03-24,features,0.0,False,False,False,missing features,S-93fab3,2024-11-10,2024-12-31,Pro,28,1372,16464,False,False,False,True,annual,True,U-015511,2023-03-16,feature_40,13,585,0,False,9.75,T-d2e273,2024-10-05,2024-10-05 05:00:00,5.0,high,94,0.0,False,2024-10,5,High Risk,1.0,Extremely Unhappy,9.75,disengaged,0,No Errors
C-a54597,A-9f9299,2024-03-24,features,0.0,False,False,False,missing features,S-93fab3,2024-11-10,2024-12-31,Pro,28,1372,16464,False,False,False,True,annual,True,U-015511,2023-03-16,feature_40,13,585,0,False,9.75,T-08e86b,2023-10-05,2023-10-05 03:00:00,3.0,urgent,160,0.0,False,2023-10,5,High Risk,1.0,Extremely Unhappy,9.75,disengaged,0,No Errors
C-a54597,A-9f9299,2024-03-24,features,0.0,False,False,False,missing features,S-93fab3,2024-11-10,2024-12-31,Pro,28,1372,16464,False,False,False,True,annual,True,U-015511,2023-03-16,feature_40,13,585,0,False,9.75,T-bc6799,2023-04-12,2023-04-14 23:00:00,71.0,medium,146,0.0,False,2023-04,5,High Risk,1.0,Extremely Unhappy,9.75,disengaged,0,No Errors
C-a54597,A-9f9299,2024-03-24,features,0.0,False,False,False,missing features,S-93fab3,2024-11-10,2024-12-31,Pro,28,1372,16464,False,False,False,True,annual,True,U-015511,2023-03-16,feature_40,13,585,0,False,9.75,T-27e2a5,2024-09-11,2024-09-13 19:00:00,67.0,low,42,0.0,False,2024-09,5,High Risk,1.0,Extremely Unhappy,9.75,disengaged,0,No Errors
C-a54597,A-9f9299,2024-03-24,features,0.0,False,False,False,missing features,S-93fab3,2024-11-10,2024-12-31,Pro,28,1372,16464,False,False,False,True,annual,True,U-015511,2023-03-16,feature_40,13,585,0,False,9.75,T-381eff,2024-12-28,2024-12-29 11:00:00,35.0,low,139,5.0,False,2024-12,5,High Risk,1.0,Extremely Unhappy,9.75,disengaged,0,No Errors
C-7ab794,A-ef84cf,2024-11-20,support,0.0,False,False,False,too expensive,S-9333c5,2024-06-06,2024-08-13,Basic,8,152,1824,False,False,False,True,annual,False,U-dbc2c2,2023-02-25,feature_23,17,5950,0,False,99.16666666666667,T-b8e4c5,2023-11-03,2023-11-04 10:00:00,34.0,low,98,0.0,False,2023-11,5,High Risk,2.6,Neutral,99.16666666666667,dependency stress,0,No Errors
C-7ab794,A-ef84cf,2024-11-20,support,0.0,False,False,False,too expensive,S-9333c5,2024-06-06,2024-08-13,Basic,8,152,1824,False,False,False,True,annual,False,U-dbc2c2,2023-02-25,feature_23,17,5950,0,False,99.16666666666667,T-e4b581,2024-11-02,2024-11-02 16:00:00,16.0,low,11,4.0,True,2024-11,5,High Risk,2.6,Neutral,99.16666666666667,dependency stress,0,No Errors
C-7ab794,A-ef84cf,2024-11-20,support,0.0,False,False,False,too expensive,S-9333c5,2024-06-06,2024-08-13,Basic,8,152,1824,False,False,False,True,annual,False,U-dbc2c2,2023-02-25,feature_23,17,5950,0,False,99.16666666666667,T-f932f6,2023-08-07,2023-08-07 03:00:00,3.0,urgent,91,4.0,False,2023-08,5,High Risk,2.6,Neutral,99.16666666666667,dependency stress,0,No Errors
C-7ab794,A-ef84cf,2024-11-20,support,0.0,False,False,False,too expensive,S-9333c5,2024-06-06,2024-08-13,Basic,8,152,1824,False,False,False,True,annual,False,U-dbc2c2,2023-02-25,feature_23,17,5950,0,False,99.16666666666667,T-f09f22,2024-10-27,2024-10-29 14:00:00,62.0,urgent,54,5.0,False,2024-10,5,High Risk,2.6,Neutral,99.16666666666667,dependency stress,0,No Errors
C-7ab794,A-ef84cf,2024-11-20,support,0.0,False,False,False,too expensive,S-9333c5,2024-06-06,2024-08-13,Basic,8,152,1824,False,False,False,True,annual,False,U-dbc2c2,2023-02-25,feature_23,17,5950,0,False,99.16666666666667,T-0d73d3,2024-03-11,2024-03-13 11:00:00,59.0,low,143,0.0,False,2024-03,5,High Risk,2.6,Neutral,99.16666666666667,dependency stress,0,No Errors
C-7cd070,A-13466a,2024-04-18,pricing,6.51,False,True,True,switched to competitor,S-2f8dbb,2023-11-18,2024-06-23,Basic,2,38,456,False,False,False,True,annual,False,U-d296c9,2023-03-24,feature_17,14,1498,0,False,24.966666666666665,T-9b7b66,2023-06-24,2023-06-24 21:00:00,21.0,high,77,5.0,False,2023-06,3,Elevated,4.333333333333333,Very Satisfied,24.966666666666665,disengaged,0,No Errors
C-7cd070,A-13466a,2024-04-18,pricing,6.51,False,True,True,switched to competitor,S-2f8dbb,2023-11-18,2024-06-23,Basic,2,38,456,False,False,False,True,annual,False,U-d296c9,2023-03-24,feature_17,14,1498,0,False,24.966666666666665,T-4d5634,2024-11-04,2024-11-06 23:00:00,71.0,medium,76,3.0,True,2024-11,3,Elevated,4.333333333333333,Very Satisfied,24.966666666666665,disengaged,0,No Errors
C-7cd070,A-13466a,2024-04-18,pricing,6.51,False,True,True,switched to competitor,S-2f8dbb,2023-11-18,2024-06-23,Basic,2,38,456,False,False,False,True,annual,False,U-d296c9,2023-03-24,feature_17,14,1498,0,False,24.966666666666665,T-ac9630,2023-11-11,2023-11-11 05:00:00,5.0,high,130,5.0,False,2023-11,3,Elevated,4.333333333333333,Very Satisfied,24.966666666666665,disengaged,0,No Errors
C-1727c8,A-65aeb5,2024-02-27,pricing,0.0,False,False,False,none,S-b7deea,2024-03-22,2024-12-03,Enterprise,63,12537,150444,False,False,False,True,monthly,True,U-35337d,2023-11-18,feature_36,16,6336,0,False,105.6,T-30ab22,2023-09-01,2023-09-03 05:00:00,53.0,high,146,5.0,False,2023-09,2,Stable,2.5,Neutral,105.6,dependency stress,0,No Errors
C-1727c8,A-65aeb5,2024-02-27,pricing,0.0,False,False,False,none,S-b7deea,2024-03-22,2024-12-03,Enterprise,63,12537,150444,False,False,False,True,monthly,True,U-35337d,2023-11-18,feature_36,16,6336,0,False,105.6,T-194946,2023-08-10,2023-08-11 08:00:00,32.0,low,173,0.0,False,2023-08,2,Stable,2.5,Neutral,105.6,dependency stress,0,No Errors
C-64ba8a,A-cc8c8f,2024-09-12,budget,0.0,True,False,False,missing features,S-0da8be,2024-07-16,2024-09-05,Basic,23,0,0,True,False,False,True,monthly,True,U-0fec30,2024-01-18,feature_40,9,2124,1,False,35.4,T-090534,2023-11-30,2023-11-30 07:00:00,7.0,urgent,143,4.0,False,2023-11,2,Stable,3.5,Satisfied,35.4,inconsistent,2,Low Errors
C-64ba8a,A-cc8c8f,2024-09-12,budget,0.0,True,False,False,missing features,S-0da8be,2024-07-16,2024-09-05,Basic,23,0,0,True,False,False,True,monthly,True,U-0fec30,2024-01-18,feature_40,9,2124,1,False,35.4,T-6684a4,2023-11-19,2023-11-19 22:00:00,22.0,urgent,103,3.0,False,2023-11,2,Stable,3.5,Satisfied,35.4,inconsistent,2,Low Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-051e5b,2023-09-20,2023-09-20 11:00:00,11.0,urgent,59,5.0,False,2023-09,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-c16096,2024-12-26,2024-12-28 09:00:00,57.0,urgent,148,4.0,False,2024-12,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-52fdaf,2023-04-21,2023-04-23 03:00:00,51.0,urgent,23,3.0,False,2023-04,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-91b90d,2024-12-26,2024-12-26 17:00:00,17.0,high,109,4.0,False,2024-12,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-b68fa5,2023-10-13,2023-10-13 11:00:00,11.0,medium,101,0.0,False,2023-10,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-fb59aa,2024-04-29,2024-04-29 14:00:00,14.0,high,96,0.0,False,2024-04,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-cee095,2023-04-23,2023-04-24 17:00:00,41.0,high,129,0.0,False,2023-04,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-108b2a,A-e08cd3,2024-09-21,competitor,0.0,False,False,False,switched to competitor,S-02be35,2024-10-01,2024-12-21,Pro,67,3283,39396,False,False,False,True,monthly,True,U-bc0b32,2023-03-26,feature_12,16,3632,0,False,60.53333333333333,T-0afa9f,2023-11-02,2023-11-03 17:00:00,41.0,low,79,0.0,False,2023-11,8,Critical,2.0,Unhappy,60.53333333333333,engaged,0,No Errors
C-775d4e,A-0651a4,2024-12-25,support,0.0,False,False,False,too expensive,S-d44088,2024-12-21,2024-12-23,Pro,16,0,0,True,False,False,True,annual,True,U-96be19,2024-04-23,feature_14,11,2640,1,False,44.0,T-317894,2024-04-20,2024-04-20 01:00:00,1.0,high,135,3.0,False,2024-04,4,Elevated,2.0,Unhappy,44.0,stable usage,4,Low Errors
C-775d4e,A-0651a4,2024-12-25,support,0.0,False,False,False,too expensive,S-d44088,2024-12-21,2024-12-23,Pro,16,0,0,True,False,False,True,annual,True,U-96be19,2024-04-23,feature_14,11,2640,1,False,44.0,T-cd31c2,2023-07-21,2023-07-22 23:00:00,47.0,high,9,0.0,False,2023-07,4,Elevated,2.0,Unhappy,44.0,stable usage,4,Low Errors
C-775d4e,A-0651a4,2024-12-25,support,0.0,False,False,False,too expensive,S-d44088,2024-12-21,2024-12-23,Pro,16,0,0,True,False,False,True,annual,True,U-96be19,2024-04-23,feature_14,11,2640,1,False,44.0,T-fa10d0,2023-09-11,2023-09-11 03:00:00,3.0,urgent,18,0.0,False,2023-09,4,Elevated,2.0,Unhappy,44.0,stable usage,4,Low Errors
C-775d4e,A-0651a4,2024-12-25,support,0.0,False,False,False,too expensive,S-d44088,2024-12-21,2024-12-23,Pro,16,0,0,True,False,False,True,annual,True,U-96be19,2024-04-23,feature_14,11,2640,1,False,44.0,T-2b5ff8,2024-09-12,2024-09-14 18:00:00,66.0,high,32,5.0,False,2024-09,4,Elevated,2.0,Unhappy,44.0,stable usage,4,Low Errors
C-2dbe71,A-c222ab,2024-06-14,budget,4.52,False,False,False,too expensive,S-d1f7ad,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,0,False,37.8,T-690c29,2024-12-01,2024-12-03 23:00:00,71.0,medium,77,5.0,False,2024-12,4,Elevated,1.25,Unhappy,37.8,inconsistent,0,No Errors
C-2dbe71,A-c222ab,2024-06-14,budget,4.52,False,False,False,too expensive,S-d1f7ad,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,0,False,37.8,T-c786ff,2024-12-26,2024-12-27 15:00:00,39.0,urgent,152,0.0,False,2024-12,4,Elevated,1.25,Unhappy,37.8,inconsistent,0,No Errors
C-2dbe71,A-c222ab,2024-06-14,budget,4.52,False,False,False,too expensive,S-d1f7ad,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,0,False,37.8,T-9cbdc5,2024-10-28,2024-10-28 09:00:00,9.0,medium,18,0.0,False,2024-10,4,Elevated,1.25,Unhappy,37.8,inconsistent,0,No Errors
C-2dbe71,A-c222ab,2024-06-14,budget,4.52,False,False,False,too expensive,S-d1f7ad,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,U-26d25f,2024-12-10,feature_38,7,2268,0,False,37.8,T-9d8a29,2024-07-16,2024-07-17 13:00:00,37.0,urgent,131,0.0,False,2024-07,4,Elevated,1.25,Unhappy,37.8,inconsistent,0,No Errors
C-b60cf0,A-a6d261,2024-03-10,unknown,99.94,True,False,False,missing features,S-50c6f5,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,U-00b0c6,2024-09-27,feature_22,14,2758,0,False,45.96666666666667,T-d6c9b1,2024-02-09,2024-02-09 01:00:00,1.0,high,32,5.0,False,2024-02,4,Elevated,3.5,Satisfied,45.96666666666667,stable usage,0,No Errors
C-b60cf0,A-a6d261,2024-03-10,unknown,99.94,True,False,False,missing features,S-50c6f5,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,U-00b0c6,2024-09-27,feature_22,14,2758,0,False,45.96666666666667,T-5df8d7,2024-12-05,2024-12-07 01:00:00,49.0,medium,3,4.0,False,2024-12,4,Elevated,3.5,Satisfied,45.96666666666667,stable usage,0,No Errors
C-b60cf0,A-a6d261,2024-03-10,unknown,99.94,True,False,False,missing features,S-50c6f5,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,U-00b0c6,2024-09-27,feature_22,14,2758,0,False,45.96666666666667,T-0f7d84,2024-10-27,2024-10-29 00:00:00,48.0,medium,81,0.0,False,2024-10,4,Elevated,3.5,Satisfied,45.96666666666667,stable usage,0,No Errors
C-b60cf0,A-a6d261,2024-03-10,unknown,99.94,True,False,False,missing features,S-50c6f5,2024-04-26,2024-11-26,Enterprise,103,20497,245964,False,False,False,True,monthly,True,U-00b0c6,2024-09-27,feature_22,14,2758,0,False,45.96666666666667,T-65b231,2023-09-11,2023-09-13 14:00:00,62.0,low,137,5.0,True,2023-09,4,Elevated,3.5,Satisfied,45.96666666666667,stable usage,0,No Errors
C-f24343,A-425e76,2023-09-03,budget,0.0,False,False,True,missing features,S-b45bc6,2023-08-18,2023-11-01,Enterprise,32,6368,76416,False,False,False,True,monthly,True,U-f3314f,2024-05-16,feature_36,9,414,1,False,6.9,T-3bfb51,2024-05-07,2024-05-07 23:00:00,23.0,high,60,0.0,False,2024-05,5,High Risk,2.0,Unhappy,6.9,disengaged,5,Low Errors
C-f24343,A-425e76,2023-09-03,budget,0.0,False,False,True,missing features,S-b45bc6,2023-08-18,2023-11-01,Enterprise,32,6368,76416,False,False,False,True,monthly,True,U-f3314f,2024-05-16,feature_36,9,414,1,False,6.9,T-df66b4,2023-10-05,2023-10-08 00:00:00,72.0,high,160,3.0,False,2023-10,5,High Risk,2.0,Unhappy,6.9,disengaged,5,Low Errors
